(('오금역', '2016-02-09'), [44.0, 64.0, 96.0, 158.0, 226.0, 232.0, 246.0, 297.0, 309.0, 338.0, 251.0, 323.0, 385.0, 283.0, 267.0, 255.0, 250.0, 251.0, 218.0])
(('제기동역', '2016-02-15'), [230.0, 660.0, 1699.0, 3245.0, 2155.0, 1879.0, 2603.0, 2719.0, 3231.0, 3179.0, 3027.0, 3033.0, 2527.0, 2837.0, 1813.0, 1070.0, 1054.0, 691.0, 397.0])
(('동대문역', '2016-02-27'), [1053.0, 1447.0, 2408.0, 4653.0, 4676.0, 4968.0, 5932.0, 6976.0, 7793.0, 8443.0, 8144.0, 7699.0, 7304.0, 6404.0, 4686.0, 3295.0, 2718.0, 2011.0, 1265.0])
(('합정역', '2016-02-11'), [391.0, 1387.0, 3786.0, 6249.0, 4394.0, 2449.0, 2213.0, 2487.0, 2798.0, 2785.0, 3005.0, 3144.0, 4122.0, 7840.0, 6326.0, 3902.0, 3848.0, 3810.0, 2005.0])
(('신답역', '2016-02-17'), [32.0, 79.0, 233.0, 466.0, 144.0, 123.0, 112.0, 134.0, 155.0, 132.0, 164.0, 184.0, 157.0, 348.0, 367.0, 148.0, 152.0, 110.0, 73.0])
(('용두역', '2016-02-15'), [38.0, 96.0, 309.0, 569.0, 245.0, 193.0, 259.0, 262.0, 281.0, 280.0, 351.0, 329.0, 324.0, 467.0, 356.0, 206.0, 182.0, 136.0, 83.0])
(('신천역', '2016-02-23'), [244.0, 1144.0, 3779.0, 5367.0, 3691.0, 2452.0, 2413.0, 2548.0, 2862.0, 2595.0, 2763.0, 3112.0, 3693.0, 5605.0, 5075.0, 3336.0, 3232.0, 3092.0, 1778.0])
(('녹번역', '2016-02-25'), [369.0, 1098.0, 2965.0, 3953.0, 2020.0, 1424.0, 1215.0, 1271.0, 1208.0, 1245.0, 1194.0, 1404.0, 1602.0, 2457.0, 2378.0, 1632.0, 1503.0, 1381.0, 891.0])
(('종로3가역', '2016-02-20'), [334.0, 599.0, 1085.0, 2275.0, 4071.0, 4736.0, 6041.0, 7718.0, 8789.0, 8922.0, 8600.0, 9047.0, 8624.0, 7364.0, 5322.0, 3991.0, 4049.0, 3299.0, 1517.0])
(('한성대입구역', '2016-02-01'), [356.0, 871.0, 2627.0, 3210.0, 2129.0, 1424.0, 1276.0, 1404.0, 1447.0, 1436.0, 1585.0, 1806.0, 2121.0, 2660.0, 2350.0, 1544.0, 1373.0, 1272.0, 818.0])
(('사당역', '2016-02-11'), [945.0, 3679.0, 9956.0, 13636.0, 8540.0, 5736.0, 5751.0, 5872.0, 6437.0, 6590.0, 6532.0, 7297.0, 9318.0, 14982.0, 13394.0, 8214.0, 8016.0, 8030.0, 4798.0])
