지점번호,지점,날짜,시간,기온 (℃),일강수량 (mm),풍속 (m/s)
400,강남,2016-02-07,22,-0.3,0,1.2
400,강남,2016-02-07,23,-0.5,0,1.3
400,강남,2016-02-08,00,-0.4,0,0.6
400,강남,2016-02-08,01,-0.5,0,1.1
400,강남,2016-02-08,02,-0.8,0,1.3
400,강남,2016-02-08,03,-1.2,0,1
400,강남,2016-02-08,04,-1.4,0,1
400,강남,2016-02-08,05,-1.2,0,1.6
400,강남,2016-02-08,06,-1.2,0,1.3
400,강남,2016-02-08,07,-1.7,0,1
400,강남,2016-02-08,08,-1.6,0,0.6
400,강남,2016-02-08,09,-0.5,0,1.5
400,강남,2016-02-08,10,0.7,0,1.2
400,강남,2016-02-08,11,2.6,0,1
400,강남,2016-02-08,12,3.8,0,3
400,강남,2016-02-08,13,5.1,0,2.1
400,강남,2016-02-08,14,5.8,0,2.8
400,강남,2016-02-08,15,6.2,0,4.5
400,강남,2016-02-08,16,6.1,0,3.5
400,강남,2016-02-08,17,6,0,2.8
400,강남,2016-02-08,18,5.9,0,3.4
400,강남,2016-02-08,19,5.8,0,3.6
400,강남,2016-02-08,20,5.7,0,2.8
400,강남,2016-02-08,21,5.6,0,3.6
400,강남,2016-02-08,22,4.8,0,4.5
400,강남,2016-02-08,23,3.9,0,2.8
400,강남,2016-02-09,00,2.5,0,4
400,강남,2016-02-09,01,1.2,0,3.4
400,강남,2016-02-09,02,0.4,0,2.7
400,강남,2016-02-09,03,0,0,2.4
400,강남,2016-02-09,04,-0.3,0,2.2
400,강남,2016-02-09,05,-0.6,0,1.7
400,강남,2016-02-09,06,-0.6,0,2
400,강남,2016-02-09,07,-0.7,0,2.7
400,강남,2016-02-09,08,-0.6,0,1.7
400,강남,2016-02-09,09,0,0,1.2
400,강남,2016-02-09,10,1.2,0,2.6
400,강남,2016-02-09,11,2.6,0,2.3
400,강남,2016-02-09,12,4.2,0,2
400,강남,2016-02-09,13,4.7,0,3.3
400,강남,2016-02-09,14,4.8,0,3.2
400,강남,2016-02-09,15,5.4,0,3
400,강남,2016-02-09,16,4.8,0,3.5
400,강남,2016-02-09,17,5,0,2.8
400,강남,2016-02-09,18,4.3,0,3.3
400,강남,2016-02-09,19,3.8,0,2.9
400,강남,2016-02-09,20,3.2,0,2.5
400,강남,2016-02-09,21,2.9,0,1.2
400,강남,2016-02-09,22,2.5,0,1.4
400,강남,2016-02-09,23,2,0,1.2
400,강남,2016-02-10,00,1.8,0,1.3
400,강남,2016-02-10,01,1.3,0,0.9
400,강남,2016-02-10,02,0.9,0,0.4
400,강남,2016-02-10,03,-0.6,0,1.4
400,강남,2016-02-10,04,-1.5,0,1.6
400,강남,2016-02-10,05,-1.3,0,0.9
400,강남,2016-02-10,06,-1.9,0,1.5
400,강남,2016-02-10,07,-2.4,0,1.3
400,강남,2016-02-10,08,-2.4,0,0.8
400,강남,2016-02-10,09,-1.8,0,1.8
400,강남,2016-02-10,10,0.5,0,1.3
400,강남,2016-02-10,11,2.2,0,1.5
400,강남,2016-02-10,12,4,0,1.9
400,강남,2016-02-10,13,5.9,0,2.3
400,강남,2016-02-10,14,7,0,1.6
400,강남,2016-02-10,15,8.3,0,1.2
400,강남,2016-02-10,16,8.9,0,1.9
400,강남,2016-02-10,17,9.2,0,1.4
400,강남,2016-02-10,18,8.4,0,1.6
400,강남,2016-02-10,19,8,0,0.1
400,강남,2016-02-10,20,7.5,0,0.3
400,강남,2016-02-10,21,6,0,1.6
400,강남,2016-02-10,22,5,0,0.9
400,강남,2016-02-10,23,4.5,0,1.9
400,강남,2016-02-11,00,3.8,0,1.6
400,강남,2016-02-11,01,3.2,0,1.6
400,강남,2016-02-11,02,2.8,0,1.6
400,강남,2016-02-11,03,2.5,0,1.8
400,강남,2016-02-11,04,2.3,0,1.5
400,강남,2016-02-11,05,1.9,0,1.9
400,강남,2016-02-11,06,1.7,0,1.7
400,강남,2016-02-11,07,1.7,0,2.3
400,강남,2016-02-11,08,1.5,0,2
400,강남,2016-02-11,09,2.7,0,2.5
400,강남,2016-02-11,10,4.6,0,2
400,강남,2016-02-11,11,6.8,0,2.1
400,강남,2016-02-11,12,9.9,0,2.5
400,강남,2016-02-11,13,10.9,0,1.7
400,강남,2016-02-11,14,12.9,0,1.3
400,강남,2016-02-11,15,12.8,0,1.6
400,강남,2016-02-11,16,14.1,0,1
400,강남,2016-02-11,17,13.5,0,1
400,강남,2016-02-11,18,12.9,0,1.2
400,강남,2016-02-11,19,12.3,0,0.7
400,강남,2016-02-11,20,12.2,0,0.7
400,강남,2016-02-11,21,12.7,0,1.1
400,강남,2016-02-11,22,12.6,0,1.6
400,강남,2016-02-11,23,12,0,1.3
400,강남,2016-02-12,00,10.5,0.5,0.9
400,강남,2016-02-12,01,9.6,0,0.8
400,강남,2016-02-12,02,8.6,1.5,0.8
400,강남,2016-02-12,03,8.1,2.5,2.6
400,강남,2016-02-12,04,7.8,3,1.2
400,강남,2016-02-12,05,7.7,5.5,0.3
400,강남,2016-02-12,06,7.6,9,0.8
400,강남,2016-02-12,07,7.6,11.5,1.4
400,강남,2016-02-12,08,7.6,13,0.9
400,강남,2016-02-12,09,7.5,14.5,1.6
400,강남,2016-02-12,10,7.8,15,1.6
400,강남,2016-02-12,11,8.2,15.5,1.3
400,강남,2016-02-12,12,8.5,15.5,
400,강남,2016-02-12,13,8.8,16,1.6
400,강남,2016-02-12,14,9.2,16,1.7
400,강남,2016-02-12,15,9.5,16.5,1.6
400,강남,2016-02-12,16,9.8,16.5,1
400,강남,2016-02-12,17,9.8,16.5,1.3
400,강남,2016-02-12,18,10.3,16.5,0.1
400,강남,2016-02-12,19,10.3,16.5,0.7
400,강남,2016-02-12,20,10.1,16.5,1.3
400,강남,2016-02-12,21,10,16.5,1
400,강남,2016-02-12,22,9.9,17,1
400,강남,2016-02-12,23,9.8,17,1.2
400,강남,2016-02-13,00,9.8,17,1.2
400,강남,2016-02-13,01,9.8,0,1.4
400,강남,2016-02-13,02,9.8,0,1.1
400,강남,2016-02-13,03,9.9,0,1.7
400,강남,2016-02-13,04,9.7,0.5,1.4
400,강남,2016-02-13,05,10,0.5,1.1
400,강남,2016-02-13,06,10.1,0.5,1.4
400,강남,2016-02-13,07,10.3,0.5,1.3
400,강남,2016-02-13,08,10.4,0.5,1.3
400,강남,2016-02-13,09,10.6,0.5,1.7
400,강남,2016-02-13,10,11,0.5,1.3
400,강남,2016-02-13,11,12,0.5,1.4
400,강남,2016-02-13,12,12.6,0.5,2
400,강남,2016-02-13,13,14,0.5,0.8
400,강남,2016-02-13,14,14.4,0.5,2.1
400,강남,2016-02-13,15,15.2,0.5,0.7
400,강남,2016-02-13,16,14.8,0.5,1.3
400,강남,2016-02-13,17,14.1,6,1.7
400,강남,2016-02-13,18,14.2,7,1.2
400,강남,2016-02-13,19,14.6,14,3.7
400,강남,2016-02-13,20,14.5,17.5,2.1
400,강남,2016-02-13,21,12,18.5,2.5
400,강남,2016-02-13,22,10.6,18.5,4
400,강남,2016-02-13,23,9.7,18.5,2.1
400,강남,2016-02-14,00,6.5,18.5,4.5
400,강남,2016-02-14,01,5.9,0.5,3.2
400,강남,2016-02-14,02,4.1,0.5,3.9
400,강남,2016-02-14,03,3.1,1,3.8
400,강남,2016-02-14,04,2,1,4.1
400,강남,2016-02-14,05,1.4,1,4
400,강남,2016-02-14,06,0.5,1,3.9
400,강남,2016-02-14,07,-0.2,1,3.8
400,강남,2016-02-14,08,-0.6,1,3
400,강남,2016-02-14,09,-0.6,1,2.5
400,강남,2016-02-14,10,-0.7,1,3.4
400,강남,2016-02-14,11,-0.8,1,4
400,강남,2016-02-14,12,-1.1,1,4.1
400,강남,2016-02-14,13,-1.6,1,4
400,강남,2016-02-14,14,-1.8,1,4.5
400,강남,2016-02-14,15,-1.7,1,3.4
400,강남,2016-02-14,16,-2.1,1,3.4
400,강남,2016-02-14,17,-2.2,1,3.2
400,강남,2016-02-14,18,-2.3,1,2.9
400,강남,2016-02-14,19,-2.5,1,2.8
400,강남,2016-02-14,20,-2.7,1,4.3
400,강남,2016-02-14,21,-3.2,1,3.6
400,강남,2016-02-14,22,-3.9,1,2.7
400,강남,2016-02-14,23,-4.6,1,3.2
400,강남,2016-02-15,00,-5.2,1,3
400,강남,2016-02-15,01,-5.6,0,3.1
400,강남,2016-02-15,02,-5.9,0,3.2
400,강남,2016-02-15,03,-6.3,0,2.4
400,강남,2016-02-15,04,-6.8,0,1.9
400,강남,2016-02-15,05,-7.5,0,2.1
400,강남,2016-02-15,06,-7.9,0,1.6
400,강남,2016-02-15,07,-8,0,3
400,강남,2016-02-15,08,-8,0,2.4
400,강남,2016-02-15,09,-7.5,0,2.9
400,강남,2016-02-15,10,-6.6,0,2.5
400,강남,2016-02-15,11,-5.9,0,3.5
400,강남,2016-02-15,12,-4.8,0,3.6
400,강남,2016-02-15,13,-4.1,0,3.6
400,강남,2016-02-15,14,-3,0,3.1
400,강남,2016-02-15,15,-2,0,2.5
400,강남,2016-02-15,16,-2.2,0,3
400,강남,2016-02-15,17,-1.9,0,2.3
400,강남,2016-02-15,18,-2.4,0,2.5
400,강남,2016-02-15,19,-2.8,0,2.7
400,강남,2016-02-15,20,-3.3,0,2.9
400,강남,2016-02-15,21,-3.3,0,2.6
400,강남,2016-02-15,22,-3.1,0,1.8
400,강남,2016-02-15,23,-3.1,0,2.1
400,강남,2016-02-16,00,-2.6,0,2.6
400,강남,2016-02-16,01,-2.7,0,2.8
400,강남,2016-02-16,02,-3,0,2.2
400,강남,2016-02-16,03,-3.3,0,1.8
400,강남,2016-02-16,04,-3.4,0,1.2
400,강남,2016-02-16,05,-3.4,0,1.6
400,강남,2016-02-16,06,-3.5,0,1.2
400,강남,2016-02-16,07,-3.8,0,1.1
400,강남,2016-02-16,08,-4.2,0,1.8
400,강남,2016-02-16,09,-3.1,0,1.6
400,강남,2016-02-16,10,-1.9,0,2.6
400,강남,2016-02-16,11,-0.8,0,3.3
400,강남,2016-02-16,12,1,0,2.7
400,강남,2016-02-16,13,0.8,0,3.1
400,강남,2016-02-16,14,1.1,0,3.5
400,강남,2016-02-16,15,1,0,3
400,강남,2016-02-16,16,1.8,0,3.7
400,강남,2016-02-16,17,1.2,0,3.1
400,강남,2016-02-16,18,0.7,0,3.9
400,강남,2016-02-16,19,0.3,0,3.8
400,강남,2016-02-16,20,0,0,2.5
400,강남,2016-02-16,21,-0.1,0,2
400,강남,2016-02-16,22,-0.3,0,1.7
400,강남,2016-02-16,23,-0.4,0,1.9
400,강남,2016-02-17,00,-0.5,0,1.3
400,강남,2016-02-17,01,-0.6,0,2.2
400,강남,2016-02-17,02,-0.6,0,1.9
400,강남,2016-02-17,03,-0.8,0,1.6
400,강남,2016-02-17,04,-0.9,0,1.2
400,강남,2016-02-17,05,-1.1,0,0.9
400,강남,2016-02-17,06,-1.1,0,1
400,강남,2016-02-17,07,-1.2,0,0.3
400,강남,2016-02-17,08,-2.5,0,0.7
400,강남,2016-02-17,09,-1.3,0,1.1
400,강남,2016-02-17,10,1.4,0,2.2
400,강남,2016-02-17,11,2.6,0,2.2
400,강남,2016-02-17,12,3.1,0,2.7
400,강남,2016-02-17,13,4.3,0,2.1
400,강남,2016-02-17,14,4.9,0,2.7
400,강남,2016-02-17,15,5.1,0,3.2
400,강남,2016-02-17,16,4.6,0,3.9
400,강남,2016-02-17,17,4.2,0,2.8
400,강남,2016-02-17,18,3.6,0,2.3
400,강남,2016-02-17,19,2.9,0,2.5
400,강남,2016-02-17,20,2.5,0,2.2
400,강남,2016-02-17,21,2.3,0,1.8
400,강남,2016-02-17,22,1.9,0,1.1
400,강남,2016-02-17,23,2,0,1.7
400,강남,2016-02-18,00,1.7,0,1.4
400,강남,2016-02-18,01,1.8,0,1.2
400,강남,2016-02-18,02,1.6,0,1.5
400,강남,2016-02-18,03,1.6,0,1.2
400,강남,2016-02-18,04,1.4,0,1.1
400,강남,2016-02-18,05,0.8,0,1
400,강남,2016-02-18,06,0.7,0,1.7
400,강남,2016-02-18,07,0.6,0,1.6
400,강남,2016-02-18,08,0.9,0,1.7
400,강남,2016-02-18,09,2.2,0,1.3
400,강남,2016-02-18,10,3.3,0,1.2
400,강남,2016-02-18,11,4.6,0,2.3
400,강남,2016-02-18,12,5.2,0,2
400,강남,2016-02-18,13,5.9,0,2.4
400,강남,2016-02-18,14,8,0,3.1
400,강남,2016-02-18,15,8.1,0,3.9
400,강남,2016-02-18,16,8.4,0,2.7
400,강남,2016-02-18,17,7.9,0,3.1
400,강남,2016-02-18,18,7.5,0,4
400,강남,2016-02-18,19,7,0,3.2
400,강남,2016-02-18,20,6.7,0,2.1
400,강남,2016-02-18,21,6.6,0,3.8
400,강남,2016-02-18,22,6.8,0,4.8
400,강남,2016-02-18,23,6.5,0,3.5
400,강남,2016-02-19,00,5.4,0,3.2
400,강남,2016-02-19,01,4.6,0,2.9
400,강남,2016-02-19,02,3.9,0,1.9
400,강남,2016-02-19,03,3.4,0,1.7
400,강남,2016-02-19,04,3.4,0,1.5
400,강남,2016-02-19,05,3.1,0,1.5
400,강남,2016-02-19,06,2.8,0,1
400,강남,2016-02-19,07,2.7,0,1.3
400,강남,2016-02-19,08,2.9,0,1.5
400,강남,2016-02-19,09,3.2,0,1.2
400,강남,2016-02-19,10,4.2,0,1.1
400,강남,2016-02-19,11,4.6,0,1.3
400,강남,2016-02-19,12,5.1,0,1.4
400,강남,2016-02-19,13,5.2,0,1.1
400,강남,2016-02-19,14,5.2,0,1.5
400,강남,2016-02-19,15,5.6,0,1.3
400,강남,2016-02-19,16,5.4,0,1.3
400,강남,2016-02-19,17,5.5,0,1.5
400,강남,2016-02-19,18,5.4,0,0.8
400,강남,2016-02-19,19,5.1,0,0.5
400,강남,2016-02-19,20,4.9,0,1.3
400,강남,2016-02-19,21,4.6,0,1.2
400,강남,2016-02-19,22,4.2,0,0.7
400,강남,2016-02-19,23,3.5,0,1.2
400,강남,2016-02-20,00,3.4,0,0.8
400,강남,2016-02-20,01,3.2,0,1.1
400,강남,2016-02-20,02,2.9,0,0.9
400,강남,2016-02-20,03,2.7,0,1.1
400,강남,2016-02-20,04,2.2,0,0.7
400,강남,2016-02-20,05,1.5,0,1.1
400,강남,2016-02-20,06,1.3,0,1
400,강남,2016-02-20,07,1.1,0,1.2
400,강남,2016-02-20,08,1.2,0,0.5
400,강남,2016-02-20,09,2.6,0,0.7
400,강남,2016-02-20,10,3.5,0,1.2
400,강남,2016-02-20,11,4.5,0,1.9
400,강남,2016-02-20,12,5.4,0,2.7
400,강남,2016-02-20,13,6.3,0,3
400,강남,2016-02-20,14,6.8,0,2.7
400,강남,2016-02-20,15,5.9,0,4.4
400,강남,2016-02-20,16,5.9,0,4
400,강남,2016-02-20,17,5.5,0,3.2
400,강남,2016-02-20,18,4.2,0,3.3
400,강남,2016-02-20,19,2.9,0,3.6
400,강남,2016-02-20,20,2.3,0,3.2
400,강남,2016-02-20,21,1.6,0,3
400,강남,2016-02-20,22,0.7,0,2.8
400,강남,2016-02-20,23,0,0,1.7
400,강남,2016-02-21,00,-0.5,0,1.7
400,강남,2016-02-21,01,-0.8,0,2.3
400,강남,2016-02-21,02,-1.1,0,2.3
400,강남,2016-02-21,03,-1,0,1.8
400,강남,2016-02-21,04,-0.9,0,1.7
400,강남,2016-02-21,05,-0.9,0,2.3
400,강남,2016-02-21,06,-1.2,0,1.8
400,강남,2016-02-21,07,-1.1,0,1.9
400,강남,2016-02-21,08,-1.2,0,2.1
400,강남,2016-02-21,09,-0.6,0,2.2
400,강남,2016-02-21,10,0.4,0,2.1
400,강남,2016-02-21,11,1.5,0,2.3
400,강남,2016-02-21,12,2.7,0,2.9
400,강남,2016-02-21,13,2.9,0,3.6
400,강남,2016-02-21,14,3.2,0,2.9
400,강남,2016-02-21,15,3.3,0,3.7
400,강남,2016-02-21,16,3.7,0,2.9
400,강남,2016-02-21,17,3.2,0,3
400,강남,2016-02-21,18,2.2,0,2.7
400,강남,2016-02-21,19,1.7,0,2.1
400,강남,2016-02-21,20,1.1,0,1.4
400,강남,2016-02-21,21,1,0,1
400,강남,2016-02-21,22,0.8,0,1.2
400,강남,2016-02-21,23,1,0,1.9
400,강남,2016-02-22,00,0.8,0,0.6
400,강남,2016-02-22,01,0.8,0,0.7
400,강남,2016-02-22,02,0.4,0,0.7
400,강남,2016-02-22,03,0.4,0,1.1
400,강남,2016-02-22,04,0.1,0,1.4
400,강남,2016-02-22,05,-0.2,0,1.4
400,강남,2016-02-22,06,-0.4,0,2.1
400,강남,2016-02-22,07,-0.5,0,1.5
400,강남,2016-02-22,08,-0.2,0,1.3
400,강남,2016-02-22,09,0.7,0,1
400,강남,2016-02-22,10,1.2,0,1.6
400,강남,2016-02-22,11,1.6,0,2.2
400,강남,2016-02-22,12,2.2,0,1.3
400,강남,2016-02-22,13,2.9,0,1.1
400,강남,2016-02-22,14,3.7,0,1.8
400,강남,2016-02-22,15,4.2,0,2.3
400,강남,2016-02-22,16,4.3,0,1.6
400,강남,2016-02-22,17,4.3,0,1.3
400,강남,2016-02-22,18,4.5,0,1.6
400,강남,2016-02-22,19,4.3,0,1.8
400,강남,2016-02-22,20,4.3,0,1.5
400,강남,2016-02-22,21,4.1,0,1.2
400,강남,2016-02-22,22,4.4,0,2
400,강남,2016-02-22,23,2.1,0,1.4
400,강남,2016-02-23,00,2.1,0,1
400,강남,2016-02-23,01,2,0,0.1
400,강남,2016-02-23,02,1.8,0,0.8
400,강남,2016-02-23,03,1.2,0,1.1
400,강남,2016-02-23,04,1.3,0,0.6
400,강남,2016-02-23,05,1.9,0,1
400,강남,2016-02-23,06,2.1,0,0.4
400,강남,2016-02-23,07,2.3,0,0.8
400,강남,2016-02-23,08,1.9,0,1.7
400,강남,2016-02-23,09,2,0,2.2
400,강남,2016-02-23,10,2.8,0,2
400,강남,2016-02-23,11,3.5,0,1.9
400,강남,2016-02-23,12,3.9,0,3.4
400,강남,2016-02-23,13,4.6,0,4.1
400,강남,2016-02-23,14,4.6,0,3.5
400,강남,2016-02-23,15,4.2,0,4
400,강남,2016-02-23,16,3.9,0,4.6
400,강남,2016-02-23,17,3.1,0,4.1
400,강남,2016-02-23,18,2.1,0,2.3
400,강남,2016-02-23,19,1,0,3.4
400,강남,2016-02-23,20,0.1,0,1.9
400,강남,2016-02-23,21,-0.6,0,2.2
400,강남,2016-02-23,22,-1.6,0,2.7
400,강남,2016-02-23,23,-2.1,0,1.8
400,강남,2016-02-24,00,-2.6,0,1
400,강남,2016-02-24,01,-2.8,0,1.7
400,강남,2016-02-24,02,-3.1,0,1.8
400,강남,2016-02-24,03,-3.5,0,2.2
400,강남,2016-02-24,04,-3.8,0,2.2
400,강남,2016-02-24,05,-3.9,0,0.9
400,강남,2016-02-24,06,-4.1,0,1.5
400,강남,2016-02-24,07,-4,0,1.4
400,강남,2016-02-24,08,-4,0,0.9
400,강남,2016-02-24,09,-2.6,0,1.6
400,강남,2016-02-24,10,-2.2,0,1.8
400,강남,2016-02-24,11,-1.1,0,1.9
400,강남,2016-02-24,12,-0.3,0,2.6
400,강남,2016-02-24,13,0.7,0,2.8
400,강남,2016-02-24,14,1.5,0,2.1
400,강남,2016-02-24,15,1,0,3
400,강남,2016-02-24,16,1,0,2.8
400,강남,2016-02-24,17,0.6,0,3.2
400,강남,2016-02-24,18,0.1,0,2.6
400,강남,2016-02-24,19,-0.7,0,2.5
400,강남,2016-02-24,20,-0.7,0,2.3
400,강남,2016-02-24,21,-1.1,0,2.7
400,강남,2016-02-24,22,-1.6,0,2.7
400,강남,2016-02-24,23,-2,0,2
400,강남,2016-02-25,00,-2.3,0,1.7
