지점번호,지점,날짜,시간,일시,기온 (℃),일강수량 (mm),풍속 (m/s)
400,강남,2016-03-27,04,2016-03-27 04,5.2,0,0.8
400,강남,2016-03-27,05,2016-03-27 05,5.1,0,1.3
400,강남,2016-03-27,06,2016-03-27 06,4.5,0,0.9
400,강남,2016-03-27,07,2016-03-27 07,4,0,1
400,강남,2016-03-27,08,2016-03-27 08,4.4,0,1.3
400,강남,2016-03-27,09,2016-03-27 09,6,0,1.5
400,강남,2016-03-27,10,2016-03-27 10,8.5,0,1.2
400,강남,2016-03-27,11,2016-03-27 11,9.5,0,1.9
400,강남,2016-03-27,12,2016-03-27 12,10.9,0,2.2
400,강남,2016-03-27,13,2016-03-27 13,12.2,0,3.1
400,강남,2016-03-27,14,2016-03-27 14,12.5,0,3.6
400,강남,2016-03-27,15,2016-03-27 15,12.5,0,3.1
400,강남,2016-03-27,16,2016-03-27 16,11.7,0,3.1
400,강남,2016-03-27,17,2016-03-27 17,11.1,0,4
400,강남,2016-03-27,18,2016-03-27 18,9.8,0,3.7
400,강남,2016-03-27,19,2016-03-27 19,9.1,0,2.3
400,강남,2016-03-27,20,2016-03-27 20,8.3,0,2.3
400,강남,2016-03-27,21,2016-03-27 21,7.7,0,1.7
400,강남,2016-03-27,22,2016-03-27 22,7.3,0,2.2
400,강남,2016-03-27,23,2016-03-27 23,7,0,1.3
400,강남,2016-03-28,00,2016-03-28 00,6.8,0,1.4
400,강남,2016-03-28,01,2016-03-28 01,6.3,0,1.2
400,강남,2016-03-28,02,2016-03-28 02,5.9,0,1.1
400,강남,2016-03-28,03,2016-03-28 03,5.5,0,0.5
400,강남,2016-03-28,04,2016-03-28 04,5.1,0,0.5
400,강남,2016-03-28,05,2016-03-28 05,4.9,0,0.7
400,강남,2016-03-28,06,2016-03-28 06,4.3,0,1.2
400,강남,2016-03-28,07,2016-03-28 07,4.7,0,0.8
400,강남,2016-03-28,08,2016-03-28 08,5.5,0,1
400,강남,2016-03-28,09,2016-03-28 09,6.7,0,1.4
400,강남,2016-03-28,10,2016-03-28 10,9,0,1.7
400,강남,2016-03-28,11,2016-03-28 11,11.9,0,1.4
400,강남,2016-03-28,12,2016-03-28 12,13,0,1.3
400,강남,2016-03-28,13,2016-03-28 13,13.3,0,1.8
400,강남,2016-03-28,14,2016-03-28 14,15.7,0,2.5
400,강남,2016-03-28,15,2016-03-28 15,16,0,2.2
400,강남,2016-03-28,16,2016-03-28 16,16.5,0,2
400,강남,2016-03-28,17,2016-03-28 17,15.7,0,3
400,강남,2016-03-28,18,2016-03-28 18,15,0,2.6
400,강남,2016-03-28,19,2016-03-28 19,14.1,0,1.9
400,강남,2016-03-28,20,2016-03-28 20,13.5,0,1.4
400,강남,2016-03-28,21,2016-03-28 21,13,0,1.4
400,강남,2016-03-28,22,2016-03-28 22,11.5,0,1.7
400,강남,2016-03-28,23,2016-03-28 23,10.9,0,1.2
400,강남,2016-03-29,00,2016-03-29 00,10.6,0,0.8
400,강남,2016-03-29,01,2016-03-29 01,10.2,0,1.7
400,강남,2016-03-29,02,2016-03-29 02,10,0,1.6
400,강남,2016-03-29,03,2016-03-29 03,10.2,0,1.4
400,강남,2016-03-29,04,2016-03-29 04,9.6,0,0.8
400,강남,2016-03-29,05,2016-03-29 05,9.1,0,0.6
400,강남,2016-03-29,06,2016-03-29 06,9.2,0,0.9
400,강남,2016-03-29,07,2016-03-29 07,9.4,0,0.8
400,강남,2016-03-29,08,2016-03-29 08,10.4,0,0.7
400,강남,2016-03-29,09,2016-03-29 09,11.4,0,1.2
400,강남,2016-03-29,10,2016-03-29 10,12.8,0,2.8
400,강남,2016-03-29,11,2016-03-29 11,13.8,0,2.3
400,강남,2016-03-29,12,2016-03-29 12,15.8,0,2.7
400,강남,2016-03-29,13,2016-03-29 13,17.5,0,3
400,강남,2016-03-29,14,2016-03-29 14,17.1,0,4.9
400,강남,2016-03-29,15,2016-03-29 15,16,0,4.4
400,강남,2016-03-29,16,2016-03-29 16,16,0,3.9
400,강남,2016-03-29,17,2016-03-29 17,14.7,0,3.5
400,강남,2016-03-29,18,2016-03-29 18,13.4,0,3.3
400,강남,2016-03-29,19,2016-03-29 19,12.4,0,3.5
400,강남,2016-03-29,20,2016-03-29 20,12.3,0,2.7
400,강남,2016-03-29,21,2016-03-29 21,11.8,0,2.6
400,강남,2016-03-29,22,2016-03-29 22,11.1,0,3.5
400,강남,2016-03-29,23,2016-03-29 23,10.7,0,2.5
400,강남,2016-03-30,00,2016-03-30 00,10.1,0,2.6
400,강남,2016-03-30,01,2016-03-30 01,9.8,0,1.8
400,강남,2016-03-30,02,2016-03-30 02,9.3,0,1.1
400,강남,2016-03-30,03,2016-03-30 03,9.2,0,1
400,강남,2016-03-30,04,2016-03-30 04,8.4,0,0.8
400,강남,2016-03-30,05,2016-03-30 05,8.4,0,1.1
400,강남,2016-03-30,06,2016-03-30 06,8.4,0,0.5
400,강남,2016-03-30,07,2016-03-30 07,8.1,0,1.3
400,강남,2016-03-30,08,2016-03-30 08,8.4,0,1.2
400,강남,2016-03-30,09,2016-03-30 09,10.5,0,0.8
400,강남,2016-03-30,10,2016-03-30 10,11.7,0,1.1
400,강남,2016-03-30,11,2016-03-30 11,13.8,0,1.2
400,강남,2016-03-30,12,2016-03-30 12,14.4,0,2.9
400,강남,2016-03-30,13,2016-03-30 13,15.7,0,2.9
400,강남,2016-03-30,14,2016-03-30 14,16.9,0,2.5
400,강남,2016-03-30,15,2016-03-30 15,17,0,3.3
400,강남,2016-03-30,16,2016-03-30 16,17.2,0,3.6
400,강남,2016-03-30,17,2016-03-30 17,16.2,0,3.2
400,강남,2016-03-30,18,2016-03-30 18,15.5,0,2.3
400,강남,2016-03-30,19,2016-03-30 19,14.6,0,2
400,강남,2016-03-30,20,2016-03-30 20,13.9,0,1.1
400,강남,2016-03-30,21,2016-03-30 21,13.4,0,1.5
400,강남,2016-03-30,22,2016-03-30 22,12.8,0,1.9
400,강남,2016-03-30,23,2016-03-30 23,12.3,0,1.8
400,강남,2016-03-31,00,2016-03-31 00,11.9,0,0.9
400,강남,2016-03-31,01,2016-03-31 01,11.2,0,0
400,강남,2016-03-31,02,2016-03-31 02,9.8,0,0.9
400,강남,2016-03-31,03,2016-03-31 03,9,0,1.4
400,강남,2016-03-31,04,2016-03-31 04,8.7,0,1.5
400,강남,2016-03-31,05,2016-03-31 05,8,0,1.9
400,강남,2016-03-31,06,2016-03-31 06,7.9,0,0.8
400,강남,2016-03-31,07,2016-03-31 07,8,0,1.3
400,강남,2016-03-31,08,2016-03-31 08,8.6,0,1.3
400,강남,2016-03-31,09,2016-03-31 09,10.3,0,1.7
400,강남,2016-03-31,10,2016-03-31 10,13.3,0,1.3
400,강남,2016-03-31,11,2016-03-31 11,15.3,0,1.7
400,강남,2016-03-31,12,2016-03-31 12,17.9,0,1
400,강남,2016-03-31,13,2016-03-31 13,18.9,0,1.4
400,강남,2016-03-31,14,2016-03-31 14,19.9,0,1.3
400,강남,2016-03-31,15,2016-03-31 15,20.4,0,2
400,강남,2016-03-31,16,2016-03-31 16,20.3,0,2.4
400,강남,2016-03-31,17,2016-03-31 17,19.8,0,2.3
400,강남,2016-03-31,18,2016-03-31 18,19.5,0,1.7
400,강남,2016-03-31,19,2016-03-31 19,18.2,0,1.9
400,강남,2016-03-31,20,2016-03-31 20,17.2,0,2.2
400,강남,2016-03-31,21,2016-03-31 21,16.1,0,1.5
400,강남,2016-03-31,22,2016-03-31 22,15.3,0,1.7
400,강남,2016-03-31,23,2016-03-31 23,14.7,0,1.1
402,강동,2016-03-01,00,2016-03-01 00,-4.4,0,0.9
402,강동,2016-03-01,01,2016-03-01 01,-4.3,0,0.7
402,강동,2016-03-01,02,2016-03-01 02,-4.6,0,0.7
402,강동,2016-03-01,03,2016-03-01 03,-5.2,0,1.1
402,강동,2016-03-01,04,2016-03-01 04,-5.1,0,0.8
402,강동,2016-03-01,05,2016-03-01 05,-5.9,0,0.9
402,강동,2016-03-01,06,2016-03-01 06,-6.7,0,1.2
402,강동,2016-03-01,07,2016-03-01 07,-7.5,0,0.9
402,강동,2016-03-01,08,2016-03-01 08,-6.2,0,1.3
402,강동,2016-03-01,09,2016-03-01 09,-4.2,0,1
402,강동,2016-03-01,10,2016-03-01 10,-2,0,0.9
402,강동,2016-03-01,11,2016-03-01 11,-0.6,0,1.8
402,강동,2016-03-01,12,2016-03-01 12,0.8,0,1.8
402,강동,2016-03-01,13,2016-03-01 13,1.3,0,1.7
402,강동,2016-03-01,14,2016-03-01 14,2.4,0,3.1
402,강동,2016-03-01,15,2016-03-01 15,1.6,0,1.8
402,강동,2016-03-01,16,2016-03-01 16,2.2,0,1.9
402,강동,2016-03-01,17,2016-03-01 17,1.1,0,1.3
402,강동,2016-03-01,18,2016-03-01 18,0.7,0,1.4
402,강동,2016-03-01,19,2016-03-01 19,0.4,0,0.7
402,강동,2016-03-01,20,2016-03-01 20,0.3,0,1.1
402,강동,2016-03-01,21,2016-03-01 21,0.2,0,0.4
402,강동,2016-03-01,22,2016-03-01 22,0,0,1.2
402,강동,2016-03-01,23,2016-03-01 23,-0.5,0,1.1
402,강동,2016-03-02,00,2016-03-02 00,-0.5,0,0.6
402,강동,2016-03-02,01,2016-03-02 01,-1,0,0.8
402,강동,2016-03-02,02,2016-03-02 02,-1.3,0,0.6
402,강동,2016-03-02,03,2016-03-02 03,-0.9,0,0.8
402,강동,2016-03-02,04,2016-03-02 04,-0.8,0,0.6
402,강동,2016-03-02,05,2016-03-02 05,-0.7,0,1
402,강동,2016-03-02,06,2016-03-02 06,-0.7,0,0.4
402,강동,2016-03-02,07,2016-03-02 07,-0.9,0,1
402,강동,2016-03-02,08,2016-03-02 08,-0.4,0,1
402,강동,2016-03-02,09,2016-03-02 09,0.8,0,0.7
402,강동,2016-03-02,10,2016-03-02 10,2.2,0,2.4
402,강동,2016-03-02,11,2016-03-02 11,2.6,0,2.3
402,강동,2016-03-02,12,2016-03-02 12,3.9,0,1.8
402,강동,2016-03-02,13,2016-03-02 13,6,0,2.8
402,강동,2016-03-02,14,2016-03-02 14,8,0,2.6
402,강동,2016-03-02,15,2016-03-02 15,8.2,0,3.3
402,강동,2016-03-02,16,2016-03-02 16,8.2,0,2.7
402,강동,2016-03-02,17,2016-03-02 17,7.6,0,3.9
402,강동,2016-03-02,18,2016-03-02 18,6.9,0,3.3
402,강동,2016-03-02,19,2016-03-02 19,6.1,0,1.9
402,강동,2016-03-02,20,2016-03-02 20,5.3,0,2.1
402,강동,2016-03-02,21,2016-03-02 21,5.3,0,2.4
402,강동,2016-03-02,22,2016-03-02 22,5.2,0,1.8
402,강동,2016-03-02,23,2016-03-02 23,5.2,0,1.9
402,강동,2016-03-03,00,2016-03-03 00,5.4,0,2
402,강동,2016-03-03,01,2016-03-03 01,5.4,0,1.7
402,강동,2016-03-03,02,2016-03-03 02,5.3,0,1.1
402,강동,2016-03-03,03,2016-03-03 03,5,0,1.1
402,강동,2016-03-03,04,2016-03-03 04,5.1,0,1.3
402,강동,2016-03-03,05,2016-03-03 05,5.1,0,1.3
402,강동,2016-03-03,06,2016-03-03 06,5.2,0,1.7
402,강동,2016-03-03,07,2016-03-03 07,4.9,0,0.8
402,강동,2016-03-03,08,2016-03-03 08,5.3,0,1
402,강동,2016-03-03,09,2016-03-03 09,5.9,0,1.4
402,강동,2016-03-03,10,2016-03-03 10,7.1,0,0.6
402,강동,2016-03-03,11,2016-03-03 11,8.4,0,3.3
402,강동,2016-03-03,12,2016-03-03 12,8.8,0,2.7
402,강동,2016-03-03,13,2016-03-03 13,10.6,0,1.8
402,강동,2016-03-03,14,2016-03-03 14,11,0,1.4
402,강동,2016-03-03,15,2016-03-03 15,11.6,0,1.3
402,강동,2016-03-03,16,2016-03-03 16,11.5,0,2.2
402,강동,2016-03-03,17,2016-03-03 17,11.3,0,1.7
402,강동,2016-03-03,18,2016-03-03 18,10.8,0,0.8
402,강동,2016-03-03,19,2016-03-03 19,9.6,0,0.8
402,강동,2016-03-03,20,2016-03-03 20,9.1,0,0.8
402,강동,2016-03-03,21,2016-03-03 21,8.1,0,1
402,강동,2016-03-03,22,2016-03-03 22,7.2,0,1.1
402,강동,2016-03-03,23,2016-03-03 23,6.8,0,1.4
402,강동,2016-03-04,00,2016-03-04 00,5.9,0,1.8
402,강동,2016-03-04,01,2016-03-04 01,6.3,0,1.8
402,강동,2016-03-04,02,2016-03-04 02,6.5,0,0.5
402,강동,2016-03-04,03,2016-03-04 03,6.3,0,0.1
402,강동,2016-03-04,04,2016-03-04 04,6,0,0.7
402,강동,2016-03-04,05,2016-03-04 05,5.5,0,1
402,강동,2016-03-04,06,2016-03-04 06,5.1,0,1.2
402,강동,2016-03-04,07,2016-03-04 07,5.4,0,1.9
402,강동,2016-03-04,08,2016-03-04 08,6.2,0,0.9
402,강동,2016-03-04,09,2016-03-04 09,7.4,0,1.1
402,강동,2016-03-04,10,2016-03-04 10,11,0,1.1
402,강동,2016-03-04,11,2016-03-04 11,13.2,0,1.2
402,강동,2016-03-04,12,2016-03-04 12,15.4,0,0.8
402,강동,2016-03-04,13,2016-03-04 13,16.3,0,1.2
402,강동,2016-03-04,14,2016-03-04 14,17.8,0,0.8
402,강동,2016-03-04,15,2016-03-04 15,17.5,0,1.5
402,강동,2016-03-04,16,2016-03-04 16,18.5,0,2.3
402,강동,2016-03-04,17,2016-03-04 17,17.1,0,1.2
402,강동,2016-03-04,18,2016-03-04 18,16.7,0,2.2
402,강동,2016-03-04,19,2016-03-04 19,15.6,0,0.9
402,강동,2016-03-04,20,2016-03-04 20,15.1,0,1.8
402,강동,2016-03-04,21,2016-03-04 21,14.8,0,1.4
402,강동,2016-03-04,22,2016-03-04 22,14,0,1.2
402,강동,2016-03-04,23,2016-03-04 23,13.4,0,1.5
402,강동,2016-03-05,00,2016-03-05 00,13.2,0,1.6
402,강동,2016-03-05,01,2016-03-05 01,11.6,3,1.5
402,강동,2016-03-05,02,2016-03-05 02,11.4,4.5,1.1
402,강동,2016-03-05,03,2016-03-05 03,11.7,4.5,2.2
402,강동,2016-03-05,04,2016-03-05 04,11.8,4.5,2.2
402,강동,2016-03-05,05,2016-03-05 05,11.7,4.5,2.2
402,강동,2016-03-05,06,2016-03-05 06,11.8,4.5,2.8
402,강동,2016-03-05,07,2016-03-05 07,11.9,4.5,2
402,강동,2016-03-05,08,2016-03-05 08,12.1,4.5,3.3
402,강동,2016-03-05,09,2016-03-05 09,12.8,4.5,2.9
402,강동,2016-03-05,10,2016-03-05 10,13.1,4.5,3.1
402,강동,2016-03-05,11,2016-03-05 11,13.1,4.5,2.9
402,강동,2016-03-05,12,2016-03-05 12,13.9,4.5,2.3
402,강동,2016-03-05,13,2016-03-05 13,13.4,4.5,2.1
402,강동,2016-03-05,14,2016-03-05 14,13,5,1.5
402,강동,2016-03-05,15,2016-03-05 15,12.7,14.5,1.3
402,강동,2016-03-05,16,2016-03-05 16,12.2,22.5,1.5
402,강동,2016-03-05,17,2016-03-05 17,12.5,29,1.4
402,강동,2016-03-05,18,2016-03-05 18,12.1,31.5,1.1
402,강동,2016-03-05,19,2016-03-05 19,12,34.5,1.2
402,강동,2016-03-05,20,2016-03-05 20,11.9,35.5,0.6
402,강동,2016-03-05,21,2016-03-05 21,11.4,35.5,0.9
402,강동,2016-03-05,22,2016-03-05 22,11.3,35.5,0.4
402,강동,2016-03-05,23,2016-03-05 23,11.1,35.5,1.5
402,강동,2016-03-06,00,2016-03-06 00,11,35.5,1
402,강동,2016-03-06,01,2016-03-06 01,9.7,0,1.3
402,강동,2016-03-06,02,2016-03-06 02,8.6,0,0.6
402,강동,2016-03-06,03,2016-03-06 03,8.1,0,1.4
402,강동,2016-03-06,04,2016-03-06 04,7.7,0,1.1
402,강동,2016-03-06,05,2016-03-06 05,7.3,0,1.4
402,강동,2016-03-06,06,2016-03-06 06,7.1,0,0.6
402,강동,2016-03-06,07,2016-03-06 07,6.3,0,0.4
402,강동,2016-03-06,08,2016-03-06 08,6.4,0,0.6
402,강동,2016-03-06,09,2016-03-06 09,6.9,0,0.9
402,강동,2016-03-06,10,2016-03-06 10,8.6,0,1
402,강동,2016-03-06,11,2016-03-06 11,10.1,0,1.3
402,강동,2016-03-06,12,2016-03-06 12,11.6,0,2.5
402,강동,2016-03-06,13,2016-03-06 13,12.8,0,1.2
402,강동,2016-03-06,14,2016-03-06 14,13.1,0,2.4
402,강동,2016-03-06,15,2016-03-06 15,12.4,0,2.5
402,강동,2016-03-06,16,2016-03-06 16,12.2,0,1.7
402,강동,2016-03-06,17,2016-03-06 17,11.7,0,1
402,강동,2016-03-06,18,2016-03-06 18,11.2,0,1.7
402,강동,2016-03-06,19,2016-03-06 19,9.9,0,0.9
402,강동,2016-03-06,20,2016-03-06 20,9.1,0,2
402,강동,2016-03-06,21,2016-03-06 21,8.7,0,1.5
402,강동,2016-03-06,22,2016-03-06 22,7.7,0,3.4
402,강동,2016-03-06,23,2016-03-06 23,6.9,0,1.4
402,강동,2016-03-07,00,2016-03-07 00,6,0,1.9
402,강동,2016-03-07,01,2016-03-07 01,5.1,0,1.5
402,강동,2016-03-07,02,2016-03-07 02,4.8,0,2
402,강동,2016-03-07,03,2016-03-07 03,4.6,0,1.2
402,강동,2016-03-07,04,2016-03-07 04,4.4,0,1.3
402,강동,2016-03-07,05,2016-03-07 05,4.5,0,1.2
402,강동,2016-03-07,06,2016-03-07 06,4.3,0,2.4
402,강동,2016-03-07,07,2016-03-07 07,5.3,0,2.2
402,강동,2016-03-07,08,2016-03-07 08,5.8,0,1.7
402,강동,2016-03-07,09,2016-03-07 09,6.6,0,2.7
402,강동,2016-03-07,10,2016-03-07 10,7.3,0,1.2
402,강동,2016-03-07,11,2016-03-07 11,8.6,0,0.8
402,강동,2016-03-07,12,2016-03-07 12,9.6,0,0.7
402,강동,2016-03-07,13,2016-03-07 13,9.8,0,1.3
402,강동,2016-03-07,14,2016-03-07 14,10.1,0,1.1
402,강동,2016-03-07,15,2016-03-07 15,11.3,0,0.2
402,강동,2016-03-07,16,2016-03-07 16,11.6,0,0.5
402,강동,2016-03-07,17,2016-03-07 17,11.9,0,1
402,강동,2016-03-07,18,2016-03-07 18,11.7,0,0.3
402,강동,2016-03-07,19,2016-03-07 19,10.7,0,0.5
402,강동,2016-03-07,20,2016-03-07 20,10.2,0,0.6
402,강동,2016-03-07,21,2016-03-07 21,9.6,0,0.6
402,강동,2016-03-07,22,2016-03-07 22,9,0,0.3
402,강동,2016-03-07,23,2016-03-07 23,8.5,0,0.5
402,강동,2016-03-08,00,2016-03-08 00,8,0,0.8
402,강동,2016-03-08,01,2016-03-08 01,7.6,0,0.2
402,강동,2016-03-08,02,2016-03-08 02,6.5,0,1.9
