지점번호,지점,날짜,시간,기온 (℃),일강수량 (mm),풍속 (m/s),고급휘발유,보통휘발유,자동차용경유,실내등유
410,기상청,2016-01-16,13,2.1,0,1.8,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,14,2.5,0,1.9,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,15,4.5,0,1.3,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,16,4.2,0,1.3,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,17,3.3,0,1.3,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,18,2.6,0,1.5,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,19,1.7,0,1.4,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,20,1.5,0,1.2,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,21,1.7,0,1.5,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,22,1.3,0,1,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-16,23,1.1,0,1.9,1766.01,1384.83,1158.36,808.45
410,기상청,2016-01-17,0,0.8,0,1.3,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,1,0.8,0,1.5,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,2,0.7,0,1.8,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,3,0.6,0,1.4,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,4,0.8,0,1.3,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,5,0.6,0,1.9,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,6,0.5,0,1.7,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,7,0.4,0,1.6,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,8,0.7,0,1.4,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,9,1,0,2,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,10,1.8,0,2,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,11,3.4,0,1.9,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,12,4.2,0,1.7,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,13,4.9,0,1,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,14,5.2,0,1.4,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,15,5.5,0,1.6,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,16,5.6,0,1.2,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,17,5.5,0,0.9,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,18,5,0,0.7,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,19,4.4,0,0.6,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,20,4,0,0.9,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,21,3.9,0,1,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,22,2.9,0,0.3,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-17,23,2,0,0.2,1765.34,1383.82,1156.54,806.98
410,기상청,2016-01-18,0,1.4,0,0,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,1,2,0,0.9,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,2,2,0,0.8,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,3,1.7,0,2,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,4,0.8,0,2,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,5,-0.1,0,1.8,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,6,-1.6,0,2.4,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,7,-2.5,0,1.9,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,8,-2.9,0,2.2,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,9,-3.6,0,2.7,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,10,-3.8,0,2.6,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,11,-3.6,0,2.8,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,12,-4.3,0,2.6,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,13,-3.7,0,3,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,14,-4.4,0,3.8,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,15,-4.8,0,3.8,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,16,-6,0,3.9,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,17,-7.2,0,3.9,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,18,-8.3,0,3.5,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,19,-9,0,3.5,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,20,-9.5,0,3.2,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,21,-9.9,0,3.6,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,22,-10.1,0,3.1,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-18,23,-10.5,0,3.3,1762.48,1382.41,1154.25,805.51
410,기상청,2016-01-19,0,-11.1,0,3,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,1,-11.3,0,2.9,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,2,-12.1,0,3.5,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,3,-12.4,0,2.9,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,4,-12.8,0,2.5,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,5,-13.1,0,2.7,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,6,-13.3,0,2.7,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,7,-13.3,0,2.6,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,8,-13.5,0,3.4,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,9,-13.3,0,3.2,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,10,-12.4,0,3.3,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,11,-11.4,0,4.2,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,12,-10.1,0,3.1,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,13,-9.4,0,4.3,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,14,-8.7,0,3.8,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,15,-8.5,0,4.6,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,16,-8.3,0,3.7,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,17,-8.9,0,3.1,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,18,-10.1,0,2.7,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,19,-10.6,0,3.1,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,20,-11,0,1.4,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,21,-11,0,1.8,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,22,-11.1,0,2.5,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-19,23,-11.2,0,2.5,1757.5,1379.99,1150.54,802.26
410,기상청,2016-01-20,0,-11.2,0,1.6,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,1,-11.2,0,1.7,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,2,-11.4,0,1.3,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,3,-11.5,0,1.3,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,4,-11.6,0,1.8,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,5,-11.7,0,1.3,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,6,-12.2,0,1.1,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,7,-12.3,0,1.2,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,8,-12.1,0,1,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,9,-11.8,0,1.2,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,10,-10.9,0,2,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,11,-10.3,0,1.5,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,12,-8.8,0,1.2,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,13,-8.1,0,1.7,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,14,-7.4,0,1.6,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,15,-6.8,0,1.7,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,16,-6.1,0,1.1,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,17,-6.3,0,1.5,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,18,-6.6,0,0.9,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,19,-6.6,0,1.6,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,20,-6.9,0,1.1,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,21,-7,0,1.5,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,22,-7.6,0,0.8,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-20,23,-8,0,0.7,1755.68,1378.33,1147.64,799.66
410,기상청,2016-01-21,0,-7.6,0,0.6,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,1,-7.2,0,1.3,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,2,-7.4,0,0.4,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,3,-7.5,0,0.9,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,4,-7.8,0,2.1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,5,-8.2,0,1.4,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,6,-7.8,0,0.8,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,7,-7.8,0,0.1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,8,-7.5,0,1.1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,9,-7.7,0,2,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,10,-7.1,0,1.1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,11,-6.2,0,1.5,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,12,-4.9,0,1.4,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,13,-4.4,0,1.1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,14,-4.3,0,2.6,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,15,-2.8,0,1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,16,-2.9,0,1.6,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,17,-3.2,0,2.5,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,18,-3.6,0,1.1,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,19,-4,0,1.6,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,20,-4,0,2.7,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,21,-4.8,0,1.9,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,22,-5.6,0,1.2,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-21,23,-6.3,0,0.6,1754.06,1376.56,1144.35,796.97
410,기상청,2016-01-22,0,-7,0,1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,1,-7,0,1.1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,2,-7.7,0,1.1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,3,-8,0,1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,4,-8.4,0,1.1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,5,-9,0,0.6,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,6,-9.2,0,0.7,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,7,-8.5,0,1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,8,-8.3,0,1.7,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,9,-8.2,0,1.6,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,10,-7.3,0,1.7,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,11,-6.1,0,0.8,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,12,-5.4,0,1.4,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,13,-5.2,0,2.1,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,14,-4.1,0,1.4,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,15,-4.1,0,1.9,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,16,-4.2,0,2.3,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,17,-4,0,1.3,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,18,-4.3,0,1.2,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,19,-4.7,0,1.3,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,20,-4.7,0,1.9,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,21,-5.4,0,2.5,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,22,-6,0,1.9,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-22,23,-6.6,0,2.8,1752.71,1374.76,1140.8,794.09
410,기상청,2016-01-23,0,-6.9,0,3.2,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,1,-7.2,0,1.7,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,2,-7.2,0,2.7,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,3,-7.3,0,1.7,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,4,-7.8,0,3.3,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,5,-8.3,0,2.8,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,6,-8.9,0,3.5,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,7,-9.8,0,3.4,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,8,-10.6,0,2.3,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,9,-10.6,0,2.2,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,10,-10.1,0,3.4,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,11,-9.4,0,3.7,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,12,-8.7,0,3.2,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,13,-8.2,0,2.9,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,14,-8.8,0,3.1,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,15,-8.6,0,2.8,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,16,-9.4,0,3.4,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,17,-10.1,0,2.7,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,18,-10.9,0,3.3,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,19,-11.3,0,3.2,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,20,-11.6,0,2.6,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,21,-12.1,0,2.1,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,22,-13.6,0,3.4,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-23,23,-13.8,0,2,1752.23,1373.35,1137.97,791.49
410,기상청,2016-01-24,0,-14.3,0,2.5,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,1,-14.7,0,1.3,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,2,-14.8,0,2.4,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,3,-15,0,1.7,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,4,-15.2,0,2,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,5,-15.4,0,2.4,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,6,-15.8,0,2.5,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,7,-16,0,2.9,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,8,-16.4,0,2.2,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,9,-16.2,0,3.2,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,10,-15.9,0,2.1,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,11,-14.9,0,1.8,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,12,-13.9,0,2.7,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,13,-12.6,0,2.6,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,14,-10.7,0,1.8,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,15,-11,0,2.7,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,16,-10.7,0,2.8,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,17,-10.6,0,2.7,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,18,-10.8,0,1.6,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,19,-10.6,0,1.7,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,20,-10.8,0,2,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,21,-11,0,1.1,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,22,-11.2,0,2.1,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-24,23,-11.8,0,1,1749.5,1372.69,1136.39,789.87
410,기상청,2016-01-25,0,-11.7,0,1,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,1,-11.7,0,2.1,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,2,-11.9,0,1.1,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,3,-11.6,0,1.8,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,4,-12.1,0,0.4,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,5,-11.8,0,1.2,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,6,-11.4,0,1.2,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,7,-11.6,0,0.8,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,8,-11.8,0,0.4,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,9,-10.9,0,1.2,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,10,-9.9,0,1.2,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,11,-8.9,0,1.7,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,12,-7.8,0,1.8,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,13,-6.6,0,1.6,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,14,-5.8,0,1.9,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,15,-4.2,0,1.3,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,16,-4.3,0,2.3,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,17,-4.3,0,1.8,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,18,-5.1,0,1.1,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,19,-5.8,0,0.8,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,20,-6.2,0,1.5,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,21,-6.3,0,0.6,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,22,-6.6,0,0.5,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-25,23,-5.6,0,0.6,1750.08,1371.97,1135.33,789.82
410,기상청,2016-01-26,0,-5.7,0,0.4,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,1,-5.4,0,0.9,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,2,-5.9,0,0,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,3,-5.5,0,0.3,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,4,-5.2,0,0.2,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,5,-5.2,0,0.7,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,6,-5.1,0,0.4,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,7,-5.1,0,0.5,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,8,-5.1,0,1.2,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,9,-5.2,0,1.1,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,10,-4.4,0,1.5,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,11,-3.2,0,1,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,12,-1.4,0,1.1,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,13,-1.1,0,0.5,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,14,0.1,0,0.5,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,15,1.6,0,2.1,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,16,2.1,0,2.1,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,17,2,0,2,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,18,1.3,0,1.5,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,19,0.4,0,1.5,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,20,-0.1,0,0.9,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,21,-0.2,0,0.9,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,22,0.3,0,0.8,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-26,23,0,0,0.8,1747.4,1370.04,1131.93,786.53
410,기상청,2016-01-27,0,0,0,1.3,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,1,0.3,0,1.3,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,2,0.3,0,1.1,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,3,-0.3,0,0.9,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,4,-0.9,0,0.6,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,5,-1.7,0,1.2,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,6,-2.8,0,0.2,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,7,-3.2,0,0.3,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,8,-2.9,0,0.5,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,9,-2,0,0.5,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,10,-0.3,0,0.6,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,11,0.8,0,1.6,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,12,1.5,0,1.6,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,13,2.4,0,1.4,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,14,2.6,0,1.9,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,15,3.6,0,1.8,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,16,3.2,0,2.3,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,17,2.6,0,2.1,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,18,1.9,0,1.9,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,19,1.3,0,1.2,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,20,0.6,0,0.8,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,21,0,0,0.5,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,22,-0.8,0,0.7,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-27,23,-1.2,0,0.4,1745.75,1368.42,1128.92,784.35
410,기상청,2016-01-28,0,-1.5,0,0,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,1,-2,0,0.6,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,2,-2,0,1,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,3,-2.8,0,0.5,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,4,-3.2,0,0.8,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,5,-3.2,0,0.8,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,6,-3,0,1.1,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,7,-2.8,0,0.7,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,8,-2,0,1.2,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,9,-1.8,0,1.4,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,10,-0.6,0,1.6,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,11,0.1,0,1.8,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,12,1.6,0,1.2,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,13,3,0,1.6,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,14,3.1,0,1,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,15,3.1,0,1.1,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,16,3.8,0,1.2,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,17,3.4,0,1.2,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,18,3.2,0,0.6,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,19,3.2,0,0.9,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,20,3.2,0,0.9,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,21,2.8,0,0.6,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,22,2.7,0,0.5,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-28,23,2.6,0,1.1,1744.07,1366.94,1126.12,782.8
410,기상청,2016-01-29,0,2.2,0,0.5,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,1,2.3,0,1,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,2,1.5,0,0.7,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,3,1.4,0,0.8,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,4,0.8,0,1.4,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,5,-0.1,0,1,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,6,0.1,0,0.8,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,7,0.1,0,1.2,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,8,0.2,0,1,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,9,1.1,0,1.1,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,10,2.8,0,1.5,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,11,3.3,0,1.5,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,12,4.4,0,1.3,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,13,4.9,0,1.9,1741.31,1365.79,1124.11,781.19
410,기상청,2016-01-29,14,5.1,0,1.4,1741.31,1365.79,1124.11,781.19
